ID;EAN;Código Interno;Código IMendes;Status;Descrição;NCM;CEST;% IPI;CST IPI;CST Pis/Cofins Ent.;CST Pis/Cofins Sai.;Nat. Rec. Isenta Pis/Cofins;Lista;Tipo;% PIS;% COFINS;CFOP Compra;CFOP Venda;CST;CSOSN;Mod. BC.;% ICMS;% ICMS PDV;Simb. PDV;% Red. BC ICMS;% Red. BC ICMS ST;Mod. BC ST;% ICMS ST;IVA;Pauta ST;% FCP;Antecipado;% Desoneração;% Diferimento;Cód. ANP;Cód.Benefício;Data Alteração;Data Revisão;Data Último Consumo;Valor Venda
2911;3000002485741;3000002485741;;F;****CHOURICO STO ANTONIO PTO KG;16010000;17.076.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;37,62;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11949;7896283000010;7896283000010;;F;AAUCAR MASCAVO INT JASMINE 1 KG;17011400;17.103.00;0;;73;06;124;;;0;0;1102;5102;040;;3;0;0;I;0;0;;0;0;0;0;N;0;0;;PR810021;10/11/2020;10/11/2020;10/11/2020;
10247;7896040902014;7896040902014;;F;ABACAXI CALDA NEUMANN 400G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
15189;7898418140288;7898418140288;;F;ABACAXI CALDA RODELA DIVINA MESA 400G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
12491;7896434920174;7896434920174;;F;ABACAXI CALDA TRIANGULO 400 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
17181;17896434920171;17896434920171;;F;ABACAXI CALDA TRIANGULO 400 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
13045;7896807496114;7896807496114;;F;ABACAXI EM CALDA  CANTU 400 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
15864;7898935234149;7898935234149;;F;ABACAXI EM CALDA MAESTRIA ABACAXI 820 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
15858;7898933880010;7898933880010;;F;ABACAXI EM CALDA OBBA 830 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
13046;7896807496121;7896807496121;;F;ABACAXI EM CALDAS  CANTU 400 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14003;7898043360150;7898043360150;;F;ABACAXI RODELAS JOAO E MARIA  830 G;20082010;17.095.00;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14260;7898092945605;7898092945605;;F;ABOBORA EM CUBO STRAPASSON 500G;07099300;;0;;73;06;116;;;0;0;1102;5102;040;;3;0;0;I;0;0;;0;0;0;0;N;0;0;;PR810128;10/11/2020;10/11/2020;10/11/2020;
13635;7897668900666;7897668900666;;F;ABRIDOR GALITOS;82055100;08.010.00;8;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;65;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
14947;7898297717625;7898297717625;;F;ABRIDOR NERKO;82055100;08.010.00;8;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;65;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
13064;7896835231039;7896835231039;;F;ABRIDOR VIEL UN;82055100;08.010.00;8;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;65;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3286;7501065922748;7501065922748;;F;ABS  ALWAYS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3193;7500435127226;7500435127226;;F;ABS  ALWAYS C ABAS SECO 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3194;7500435127240;7500435127240;;F;ABS  ALWAYS C ABAS SUAVE 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3312;7506295338901;7506295338901;;F;ABS  ALWAYS CP 40UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3315;7506295383116;7506295383116;;F;ABS  ALWAYS PLATINUM NOT CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3195;7500435127264;7500435127264;;F;ABS  ALWAYS S ABAS SECO 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3196;7500435127271;7500435127271;;F;ABS  ALWAYS S ABAS SUAVE 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3361;7506339394535;7506339394535;;F;ABS  ALWAYS SECO NOITE 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3362;7506339394603;7506339394603;;F;ABS  ALWAYS SUAVE NOITE 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4922;7891010015268;7891010015268;;F;ABS  CAREFREE NEUTRALIZE 15UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9319;7896007540600;7896007540600;;F;ABS  INTIMUS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9322;7896007540631;7896007540631;;F;ABS  INTIMUS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9318;7896007540266;7896007540266;;F;ABS  INTIMUS DAYS CABAS;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9330;7896007541973;7896007541973;;F;ABS  INTIMUS DAYS CABAS FLOR UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9329;7896007541959;7896007541959;;F;ABS  INTIMUS DAYS SABAS FLOR PERF 15 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9332;7896007545094;7896007545094;;F;ABS  INTIMUS GEL COM ABAS L16 P14 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9333;7896007545100;7896007545100;;F;ABS  INTIMUS GEL COM ABAS L16 P14 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3778;7702425527157;7702425527157;;F;ABS  INTIMUS GEL DISCRET 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9321;7896007540624;7896007540624;;F;ABS  INTIMUS GEL SECA  SABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9320;7896007540617;7896007540617;;F;ABS  INTIMUS GEL TRIPLA 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9327;7896007541867;7896007541867;;F;ABS  INTIMUS INTERNO MEDIO 8UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9326;7896007541850;7896007541850;;F;ABS  INTIMUS MINI 8 UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9336;7896007547647;7896007547647;;F;ABS  INTIMUS NORMAL SECA LV9 PG8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9324;7896007540662;7896007540662;;F;ABS  INTIMUS NOTURNO CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9338;7896007547685;7896007547685;;F;ABS  INTIMUS NOTURNO SUAVE CABAS L9 P8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4961;7891010557508;7891010557508;;F;ABS  MAX SUAVE FIT C 8 UN G;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11139;7896104995365;7896104995365;;F;ABS  MILI CABAS 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4919;7891010010546;7891010010546;;F;ABS  OB MEDIO 10 UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4989;7891010886547;7891010886547;;F;ABS  OB MEDIO 10 UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4956;7891010503031;7891010503031;;F;ABS  SEMPRE LIVRE ADAPT C ABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4996;7891010973483;7891010973483;;F;ABS  SEMPRE LIVRE LV8 PG7 CABAS UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4940;7891010037352;7891010037352;;F;ABS  SEMPRE LIVRE NORMAL SABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4985;7891010808020;7891010808020;;F;ABS  SEMPRE LIVRE NORMAL SABAS 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4955;7891010503024;7891010503024;;F;ABS  SEMPRE LIVRE SUAVE CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11170;7896110002248;7896110002248;;F;ABS  SYM COBERTURA SECA 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11174;7896110003863;7896110003863;;F;ABS  SYM COBERTURA SECA 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11185;7896110007892;7896110007892;;F;ABS  SYM TOT PROTECT 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11186;7896110007908;7896110007908;;F;ABS  SYM ULTRA SECA 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
3306;7506195147450;7506195147450;;F;ABS ALWAYS SUPER PROTEAAO 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4917;7891010009618;7891010009618;;F;ABS CAREFREE C PERFUME 40UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4949;7891010087722;7891010087722;;F;ABS CAREFREE PROTEAAO 15 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4950;7891010087807;7891010087807;;F;ABS CAREFREE PROTEAAO 15 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4988;7891010875596;7891010875596;;F;ABS CAREFREE S PERFUME 40UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4942;7891010039783;7891010039783;;F;ABS CAREFREE TODO DIA C PERFUME 40UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4967;7891010576509;7891010576509;;F;ABS CAREFREE TODO DIA C PERFUME L80 P60;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9346;7896007551019;7896007551019;;F;ABS INTIMUS ANTIBAC UF C14;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9317;7896007540259;7896007540259;;F;ABS INTIMUS DAYS SABAS FLOR 15 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9328;7896007541874;7896007541874;;F;ABS INTIMUS INTERNO SUPER  8 UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9337;7896007547654;7896007547654;;F;ABS INTIMUS NORMAL SUAVE LV9 PG8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
9331;7896007542437;7896007542437;;F;ABS INTIMUS NOTURNO SECO CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11119;7896104993903;7896104993903;;F;ABS MILI DIANOITE CAB 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11118;7896104993880;7896104993880;;F;ABS MILI NOTURNO SUAVE CA 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11111;7896104992760;7896104992760;;F;ABS MILI POS PARTO CA 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11117;7896104993835;7896104993835;;F;ABS MILI SUAVE CABAS LV16 PG14 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11138;7896104995341;7896104995341;;F;ABS MILI SUAVE CABAS LV16 PG14 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4918;7891010010515;7891010010515;;F;ABS OB MINI 10UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4920;7891010010577;7891010010577;;F;ABS OB SUPER 10 UN;96190000;20.049.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;60,71;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4983;7891010793463;7891010793463;;F;ABS SEMPRE LIVRE ADAPT C ABAS 16 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4971;7891010607135;7891010607135;;F;ABS SEMPRE LIVRE ADAPT C ABAS ND 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4960;7891010518844;7891010518844;;F;ABS SEMPRE LIVRE ADAPT C ABAS ND 32UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4931;7891010031633;7891010031633;;F;ABS SEMPRE LIVRE ADAPT CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4968;7891010579616;7891010579616;;F;ABS SEMPRE LIVRE ADAPT PLUS 16UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4980;7891010704780;7891010704780;;F;ABS SEMPRE LIVRE ADAPT PLUS 32UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4921;7891010013998;7891010013998;;F;ABS SEMPRE LIVRE CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4935;7891010034511;7891010034511;;F;ABS SEMPRE LIVRE MAX SUAVE ADAPT SABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4936;7891010035631;7891010035631;;F;ABS SEMPRE LIVRE NOTURNO CABAS 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4986;7891010808037;7891010808037;;F;ABS SEMPRE LIVRE SECA CABAS 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
4937;7891010035693;7891010035693;;F;ABS SEMPRE LIVRE SUAVE CABAS 8UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11173;7896110003740;7896110003740;;F;ABS SYM NOTURNO 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
11184;7896110007700;7896110007700;;F;ABS SYM NOTURNO 8 UN;96190000;20.050.00;0;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;63,72;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
12858;7896572400415;7896572400415;;F;ACAFRAO DA TERRA  STRAFIT 30 G;09102000;;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
15900;7898938979016;7898938979016;;F;ACAFRAO TEMPERGRAN 35 G;09102000;;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
13766;7897916010024;7897916010024;;F;ACAI COM GUARANA E MACA 500 ML;22021000;17.111.00;4;;73;06;918;;;0;0;1403;5405;060;;3;18;0;F;0;0;4;18;39,81;0;2;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
15332;7898557431179;7898557431179;;F;ACAI GEBON GUARANAGRAN 220 ML;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
12709;7896513909069;7896513909069;;F;ACAI KASKAO + CREME LEITE 1,5K;21050010;23.001.00;5;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;70;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
12708;7896513909014;7896513909014;;F;ACAI KASKAO NATURAL 1,5L;21050010;23.001.00;5;;50;01;;;;1,65;7,6;1403;5405;060;;3;18;0;F;0;0;4;18;70;0;0;N;0;33,33;;;10/11/2020;10/11/2020;10/11/2020;
14422;7898181475280;7898181475280;;F;ACAI POLPA NORTE NATURAL 1,5L;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14420;7898181475150;7898181475150;;F;ACAI POLPANORTE BANANA 1,02 KG;08119000;17.089.01;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14417;7898181475129;7898181475129;;F;ACAI POLPANORTE BANANA 500 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14414;7898181475099;7898181475099;;F;ACAI POLPANORTE BANGRAN 200 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14413;7898181475082;7898181475082;;F;ACAI POLPANORTE CGRAN 200 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14421;7898181475167;7898181475167;;F;ACAI POLPANORTE MOR 1,02 KG;08119000;17.089.01;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14418;7898181475136;7898181475136;;F;ACAI POLPANORTE MORANGO 500 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14415;7898181475105;7898181475105;;F;ACAI POLPANORTE MORGRAN 200 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14419;7898181475143;7898181475143;;F;ACAI POLPANORTE TRAD 1,02 KG;08119000;17.089.01;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14412;7898181475051;7898181475051;;F;ACAI POLPANORTE TRAD 3,6G;20083000;17.095.01;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
14416;7898181475112;7898181475112;;F;ACAI POLPANORTE TRAD 500 G;08119000;17.089.00;0;;73;06;116;;;0;0;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
16002;7898945186186;7898945186186;;F;ACAI SPLIT 1,02 KG;21069090;;0;;50;01;;;;1,65;7,6;1102;5102;000;;3;18;18;T;0;0;;0;0;0;0;N;0;0;;;10/11/2020;10/11/2020;10/11/2020;
